,frp
185,2.144800604807262
186,7.024889004047427
187,101.97142897533902
188,38.33453557948542
189,50.533776743331
190,156.64090990432743
191,25.088014696721846
192,45.50026644954686
193,15.998261837117663
194,35.52439299321064
195,246.6450008736372
196,70.9351733274482
197,217.5263636718879
198,40.867137298231356
199,86.09503296416459
200,18.491807559216287
201,432.02473592478833
202,150.67863570897072
203,468.2626960058237
204,60.771890549408
205,26.588297966474432
206,46.44313464643703
207,45.19179165469069
208,254.7846245427177
209,111.72914577867343
210,30.67475388892603
211,112.57898300639008
212,166.55605672193565
213,18.053265828727934
214,65.98502872703008
215,60.6849873857509
216,44.62824583790999
217,86.3853712609954
218,123.26392981664446
219,58.45296953335564
220,69.49071033672585
221,0.11543060659655069
222,1182.1023226908162
223,143.23908612624723
224,63.64584048956122
225,59.15596414222149
226,131.74006091586438
227,11.464075952342863
228,77.9974836004056
229,79.64911253441882
230,104.05615037613678
231,49.23175159659398
232,40.262917106688064
233,25.501498810811956
234,42.534775136196544
235,23.856040406786082
236,24.647302559985345
237,36.449141284405584
238,94.04880441643155
239,6.0974765994624
240,100.89058294516005
241,8.682191397002303
242,6.9514212708899485
243,22.405537297792204
244,175.28560118366389
245,16.696547632480726
246,147.60788495242232
247,70.27901951576176
248,201.31816122706903
249,17.443344708430434
250,4.277269008468824
251,208.85084362434222
252,213.26086587763712
253,60.157946042927975
254,80.64186469205903
255,76.70967536855957
256,177.2346121747708
257,181.76113928048122
258,38.009926115206994
259,138.6413225698425
260,82.36018128045745
261,16.09245871934346
262,44.46361579217404
263,311.9366094220248
264,56.94850585007552
265,41.84700948719312
266,44.38782609803195
267,4.826955626455447
268,116.63693862006949
269,25.658252504315367
270,145.20472499753805
271,67.37588554784678
272,44.09924874946488
273,6.915590850256532
274,86.12848176220179
275,45.56764135172469
276,36.41287762688303
277,53.79853859263129
278,35.03187318590855
279,74.98095931758783
280,180.6247656063983
281,19.204212351803893
282,86.64678452741724
283,85.89422621703451
284,66.50956942661401
285,252.6303687925563
286,110.30295999107967
287,343.4593837817749
288,47.548084831328595
289,108.74051032321613
290,45.03071794459359
291,20.1294112716816
292,20.90129489631107
293,40.88335135574219
294,41.783200670499355
295,69.30583513607927
296,107.05316659789233
297,201.348961520759
298,554.2945680388087
299,74.54906598640173
300,79.66451522925666
301,105.86684476472888
302,66.2474027249406
303,93.35687879518076
304,22.319318095062048
305,10.10032744093932
306,79.1420268951284
307,39.151821555403885
308,183.70817098370236
309,253.57945195335597
310,62.961380691663734
311,291.98561538380255
312,151.5834662399172
313,26.95904913510387
314,290.03482568800877
315,293.02831763473483
316,125.89525161713176
317,7.415793582183294
318,24.19403580748094
319,20.710316594493353
320,571.7716275416684
321,76.20432180603454
322,541.9269801097565
323,181.42467624821154
324,13.2369867394948
325,217.23616241636435
326,39.23958416646745
327,21.53102972729955
328,30.94385913953504
329,729.0151259019128
330,54.61562736798359
331,26.53076805422454
332,38.460740183544345
333,39.43025204489301
334,147.8311914566432
335,125.84647254081412
336,70.82022857430655
337,18.558364382377594
338,14.663364478175449
339,254.57042930227345
340,6.213596864318188
341,4.2888174734740865
342,140.63540359772034
343,997.3692891957669
344,204.98697173571065
345,176.1331942501175
346,211.23578082295512
347,166.00559557899763
348,91.81537398463153
349,25.558443976575443
350,96.07818373008956
351,238.61218565407444
352,27.535117532336532
353,80.44932450545095
354,14.221380031566028
355,67.15943043884454
356,5.532852055294445
357,100.42680760927848
358,73.54612826939164
359,41.96822910061262
360,415.250652980487
361,71.70079266206368
362,97.46401811603936
363,370.3729402767014
364,104.18208672548273
365,168.7055387893873
366,8.144071843687076
367,74.69400255841289
368,153.24208091318965
369,62.8798223126155
370,76.03093129509075
371,220.04060130964433
372,101.0012020593281
373,74.36834718319278
374,72.19113959421914
375,59.745492948198404
376,8.275204885525714
377,31.10063247685729
378,109.49111029318092
379,65.32069141817313
380,107.99992063771091
381,56.62695881170124
382,7.531129575646897
383,182.14863736989483
384,90.17697549224461
385,23.37989287779649
386,82.01512262043983
387,30.9666750237586
388,26.137521864512284
389,33.290934770972754
390,41.364091576605674
391,17.472086924189927
392,12.749921120784702
393,83.36532853578753
394,109.92509766289608
395,71.55765416034146
396,110.31618157041255
397,268.86267559324773
398,0.9966068154337044
399,56.76708547546147
400,403.72384354633044
401,28.302399714332825
402,222.47277881220595
403,47.85226290904197
404,19.362531732883188
405,108.72762573286337
406,163.03897984384542
407,19.34860984374249
408,56.125691734405436
409,326.7700978785345
410,156.97871578751779
411,46.319327339457374
412,191.6341455317797
413,59.01707433299583
414,131.9443977589438
415,129.53124464485873
416,239.72842564416413
417,24.470378752673017
418,113.47771430720222
419,353.80374418422
420,96.85528523395925
421,97.00711914358911
422,28.228586346638348
423,72.98191460421532
424,20.788190275883668
425,207.41247939674457
426,119.50359473570042
427,5.669171871662002
428,0.5194407468708739
429,55.94174646428944
430,74.67010528493378
431,29.573099507077092
432,55.34057181858748
433,103.15360407549255
434,20.9383039195687
435,359.47012485466064
436,1.410460917297339
437,66.3299171837171
438,38.85807424082415
439,111.13582005584396
440,563.7138416002922
441,111.75291948834567
442,103.94939263189745
443,159.01460626850567
444,90.38969305361944
445,227.65051867435895
446,266.5178571244418
447,77.86028064955545
448,195.3067652391128
449,91.04562120837201
450,0.7747256083063299
451,222.62398127894204
452,287.27319454251443
453,91.12728455807948
454,261.4847031883545
455,111.57385268341994
456,20.519129692268994
457,43.64143040712719
458,0.5519966347170175
459,203.78197260053756
460,96.33175073852428
461,19.34058260987803
462,23.82315502770332
463,129.86658255903464
464,1.7118138173331268
465,124.6419594127849
466,110.12926670762094
467,626.070697581527
468,112.49813447256346
469,419.5372802235773
470,35.961373262025205
471,191.43431070074237
472,70.30526930198492
473,123.47730664740652
474,57.39704644183044
475,20.656104154304384
476,33.39265703649586
477,56.93422822035009
478,31.096950413598623
479,57.01499812765087
480,62.41993134910527
481,246.8515358931443
482,101.78668399352324
483,4.5755935265747745
484,46.30682931309488
485,186.37917397577684
486,30.13631413758411
487,6.613953478526032
488,64.97769930629087
489,3.0907349593588513
490,58.825399558693064
491,82.44285514399152
492,12.87397378115028
493,63.653012618662586
494,59.30286499210649
495,6.466766897687396
496,249.60616459095323
497,221.6710924849765
498,574.275736816733
499,15.340511873332023
500,38.07432009864762
501,26.92967321466865
502,172.7938984440045
503,128.9244367877092
504,168.44662670758885
505,126.67768516220495
506,240.56368318454687
507,16.97636099790118
508,18.684510706886943
509,82.5340082487367
510,204.61977312487915
511,441.12535272242036
512,51.65988160576711
513,78.18196711642658
514,550.6482523689544
515,6.2313623761786125
516,41.210078348533045
517,259.6670019654542
518,1.0297844366356408
519,95.57928556191935
520,13.741952536462701
521,679.2398570209521
522,1015.8751111066327
523,53.24375791734573
524,550.6958329274488
525,29.498022588483867
526,125.12144317622227
527,78.47135983647031
528,27.679632858340096
529,68.12839939595868
530,8.03692681724129
531,128.33070583854956
532,70.51488233570933
533,9.605586646712428
534,40.286690767494235
535,11.940310150343304
536,8.703388982389615
537,33.16763812651607
538,367.0283588169096
539,128.353604194122
540,178.4017433159539
541,114.4576907382209
542,163.46422907784793
543,619.6764625154051
544,69.63866933365532
545,47.70610614802405
546,26.49837833523217
547,315.53060709730784
548,48.997348578499015
549,41.248891955821364
550,44.653546754247515
551,242.36578931859154
552,180.17754912685814
553,223.54935427039163
554,154.93927096648932
555,890.7563128418418
556,7.233392812510704
557,58.057559640289966
558,156.45961934288215
559,52.17652594122548
560,242.51887767362032
561,103.28842595866152
562,3.724101507308365
563,120.07329023751434
564,276.1273669230457
565,21.131771481500987
566,32.87892643855079
567,227.76880923789167
568,341.9625844674071
569,9.087925461721024
570,23.86203672573023
571,0.09505530358450542
572,74.25313151614529
573,12.1757678185716
574,29.37141576399257
575,110.40911646134538
576,53.39367305348139
577,18.767387898312148
578,135.49808349096963
579,23.25807898460771
580,9.14006396684319
581,157.16066756351665
582,20.132981474243213
583,86.56149472692736
584,73.80583166375467
585,35.399410599971844
586,81.50936119660436
587,28.864757081366793
588,42.00670905643794
589,139.42924691476674
590,7.63131943112867
591,97.8705904681102
592,33.203786601047454
593,72.3445987393504
594,128.1188848753281
595,11.50905495861269
596,260.871276059186
597,94.36737016124646
598,4.379334433588763
599,855.4364551723236
600,475.74687888557156
601,459.8247181884572
602,85.02729388115925
603,63.3841996381185
604,45.305306266040404
605,19.554824062031695
606,71.1069265339081
607,477.7188137928468
608,26.766602517083864
609,97.42437873576962
610,17.710656832143716
611,3.3033677901067797
612,74.92054302427216
613,17.272781923868134
614,132.98037272736514
615,92.97494984151845
616,30.580210225857666
617,129.79930471748543
618,348.51121833708584
619,105.14926111887151
620,100.81769571866135
621,24.09426077161714
622,46.71509033025488
623,2.9994774425868336
624,32.862272347495136
625,33.086361990381036
626,56.16123906580506
627,71.98365990865172
628,1.074527918725213
629,293.3088293491921
630,170.04934271569687
631,22.352559332673433
632,176.32337907554762
633,140.08576078332638
634,69.79298543849693
635,137.35468713590336
636,87.63076130698363
637,125.18695646558969
638,220.18685564354388
639,166.6837746017569
640,591.9319288728061
641,95.95854895628176
642,139.23826283964988
643,58.50335555922591
644,30.60260103051858
645,40.222238854746934
646,3.992590512263181
647,154.23560908236115
648,76.19649488573675
649,338.8566345016855
650,55.69034249695099
651,63.52331108184488
652,69.02859330848098
653,150.2226184413059
654,48.899711744775345
655,59.886547376233324
656,9.191595378690156
657,53.69695288927498
658,140.4317496883576
659,36.48862599434396
660,81.05397965281261
661,22.02221103261088
662,43.498627662103004
663,39.9522430372984
664,64.30017577223616
665,31.028556259981986
666,94.9538177860166
667,223.77668018335743
668,39.36184803553742
669,8.161442496810213
670,6.829393651873151
671,150.54087094605495
672,90.16596813198751
673,58.58384822693499
674,84.51775680992893
675,125.29745382797361
676,13.190721393715048
677,106.80558151320948
678,148.44369109719773
679,13.264381297436923
680,109.00937986164152
681,35.96917364312014
682,103.4857221856608
683,27.64240280291664
684,60.16762982176917
685,51.02453753995965
686,52.477542289015446
687,82.07496171685662
688,79.44062076376716
689,58.86197910743873
690,52.46360828564423
691,146.759079368574
692,60.147488155416525
693,185.23786189782177
694,54.66866233029732
695,518.569853881373
696,59.11356191447888
697,28.1752390659199
698,990.9582152546892
699,159.21434961704637
700,55.576659719757785
701,6.381806365054889
702,52.52392492693588
703,98.8592586181708
704,86.36771947970323
705,170.82615113194615
706,1.9094354800634257
707,195.36072649425947
708,64.98421016607037
709,360.91837995222176
710,27.93507354466775
711,37.87893087711984
712,26.128113519008576
713,34.23249997139962
714,27.481855591355473
715,95.51709710258625
716,133.35439670048825
717,143.6769758208925
718,45.916769000136355
719,13.52169625239912
720,171.14072443429887
721,22.335785900174923
722,69.76712716531675
723,63.30841541895715
724,206.55314920774643
725,28.895674178492623
726,35.92953878566094
727,30.229738929547853
728,49.15034802351427
729,7.1927681580673735
730,38.99160364944029
731,20.63319646095977
732,111.3171172636881
733,1258.9185298468824
734,53.825482109667874
735,106.41003724671398
736,93.72074520328934
737,11.139779639707793
738,52.22634157592053
739,268.2577957275767
740,133.00030532865534
741,212.72344114005477
742,122.63875073209502
743,276.64297741764943
744,88.24095957970593
745,77.1216850173509
746,80.57055236413434
747,61.788091025182354
748,181.94183310632292
749,88.13588783593966
750,28.497517346682425
751,86.34365067406621
752,40.30420633191714
753,37.571600759572235
754,241.5044086947307
755,28.540819399538282
756,20.09690660609805
757,13.161563498405126
758,366.06337399563967
759,50.36998037097044
760,39.74931824594495
761,51.67579723044602
762,58.819882250146975
763,3.4881801183231893
764,59.563846062834045
765,206.11062369172492
766,26.2899931062563
767,19.64757528309629
768,68.27289883728776
769,119.94862106804939
770,172.02069888008288
771,136.18834080985627
772,247.18985715246075
773,105.62725864528248
774,121.6342132009143
775,231.6328607229782
776,348.75596356184207
777,41.31804549407187
778,15.378645488985715
779,116.202109768069
780,90.39577628821212
781,103.0084814161139
782,19.140710554664732
783,10.074832010826317
784,165.93707586199196
785,186.58604775766213
786,380.1697319713505
787,77.26870212641359
788,75.89226447746998
789,86.96839189679307
790,46.529170787798336
791,839.1699850566999
792,43.35386857284391
793,26.78849324978159
794,26.388771475184132
795,14.59625670477483
796,330.2106753385814
797,1.0655986521541223
798,107.60883455575828
799,1.6408187908734497
800,80.44458670121006
801,56.05925732393585
802,117.41143286199258
803,84.48666950085892
804,376.03261394634075
805,24.66033359874714
806,128.87065414369036
807,21.588850004775207
808,202.1765164101728
809,910.2485859172483
810,33.424308915298994
811,66.54684089029135
812,43.75306575919265
813,267.3574123260593
814,2.179350656551666
815,232.13225688685503
816,71.53502712739768
817,17.173083150458314
818,10.142707049166862
819,182.0364779272902
820,36.310128859970476
821,10.565540344398176
822,78.05486495756246
823,108.54596090231199
824,27.91337445786831
825,26.35872122481553
826,147.0362348369864
827,110.04470173516289
828,540.9025884818417
829,3.8582538045455443
830,82.21200484408146
831,461.67798054970586
832,473.3933428638821
833,163.52677612506812
834,3.103088148605611
835,399.43878188664877
836,156.57442443911614
837,147.85470782630063
838,239.16437332201593
839,156.44556265930237
840,34.763489571400456
841,72.54191364556833
842,65.45053256659936
843,63.509873522968874
844,165.14702965355573
845,204.54175964574793
846,57.06106502093036
847,89.1036613143753
848,164.32018947159548
849,31.806645283992577
850,473.4621675783009
851,2.092959336867448
852,26.49009353578568
853,30.935106721305434
854,53.33513160996981
855,642.0832700974825
856,41.92331155140161
857,89.62072598459876
858,9.310975840742113
859,243.9517743156795
860,288.16125839055314
861,22.150728717585654
862,129.72640998004428
863,4.387271730716908
864,113.39082801863438
865,105.2428354711068
866,117.56041449491373
867,102.81243629673374
868,18.815166454354642
869,390.97840000881905
870,22.54227606931177
871,54.919012848140724
872,79.22187602268927
873,153.1665833700194
874,15.188240226163526
875,3.367164272829992
876,103.17819299441223
877,38.03621575965127
878,6.610868954310842
879,32.46949857467827
880,9.068281591511631
881,34.22003263976521
882,59.449551713249065
883,111.27393008790803
884,155.52613944806666
885,156.07839192012383
886,28.969320754861617
887,188.27980634864508
888,62.51432378273216
889,50.04126360263609
890,127.65507486514514
891,110.24799738168836
892,43.61814592250285
893,115.07944902669797
894,20.60271565540751
895,153.91694136890843
896,47.64315205550261
897,77.77291240574948
898,6.058399092545589
899,47.03002264447932
900,0.1363993572618405
901,95.36472107616342
902,51.278163709577925
903,125.15640247315861
904,47.403023240547526
905,97.07395275510387
906,51.13356345083902
907,211.03821648091844
908,54.23533927508515
909,36.25964377695219
910,17.61096271125916
911,70.3379223335043
912,144.05803359412596
913,36.790998538688854
914,16.404507757501026
915,12.154595218410297
916,8.248544495933007
917,33.296525932992
918,14.925464933080285
919,177.32291729206446
920,0.6908324905830732
921,69.285759839272
922,136.94428252965042
923,42.42795454975838
924,30.13109063910152
925,31.755359041090333
926,31.254200588514667
927,2.157169494597799
928,856.5504758282663
929,59.57731343338713
930,57.5811084088883
931,57.11973671158903
932,18.73346747345875
933,113.74662758759527
934,55.110612665682524
935,46.881115922810736
936,58.62286127413303
937,87.59759974922646
938,38.36042065963112
939,95.96797390576927
940,50.20583632602842
941,3.0142307789793428
942,645.9577215316152
943,49.552470969954356
944,114.06328769670918
945,14.969471860535219
946,238.59188862174304
947,788.5199362180006
948,19.91845972956685
949,202.38618297333275
950,141.7515523535206
951,121.0263393880428
952,113.61031123548878
953,11.172870516171056
954,35.801932378212
955,22.968666439897117
956,15.015968994901254
957,99.42215364189495
958,50.24212040885264
959,20.74259242551503
960,66.44882316242806
961,5.337193217439474
962,2.0731071925502143
963,173.90286274054728
964,13.82009675951566
965,214.3266788428167
966,57.75995419678871
967,15.572124724968571
968,20.561912996428855
969,103.14929753189628
970,26.95796790215508
971,255.3504340089908
972,217.80917587965175
973,74.9101532446103
974,73.93246363264792
975,15.755955161040735
976,42.2589836839109
977,117.06851596593549
978,482.82920844584163
979,12.314040670462578
980,11.233684457246834
981,328.1717082866102
982,671.0824396459797
983,15.247654280578697
984,11.185511627895071
985,296.8480842448385
986,266.62301341278015
987,67.08189389365559
988,301.8114807378795
989,85.88106030910815
990,10.89496810160114
991,95.80358290979667
992,225.77708439034453
993,469.19064560286
994,26.844089073078894
995,66.84513484958315
996,83.65543627663777
997,83.28415016973183
998,54.84905302752995
999,18.020561521826107
1000,319.72795428885985
1001,33.92395514767746
1002,155.71638008695925
1003,211.5606358287668
1004,126.7760692020398
1005,44.880910140997216
1006,83.15919580212395
1007,160.22047327556902
1008,46.08874171276054
1009,1360.6793528614614
1010,53.11593690692064
1011,35.35086979242028
1012,31.38038003061315
1013,212.62808665613545
1014,173.01285892810162
1015,74.94220329980634
1016,60.39468694049738
1017,30.282325342872166
1018,77.9095206127426
1019,184.08819741004385
1020,291.89828725859417
1021,38.73156147628217
1022,238.155541303772
1023,34.027522901472764
1024,85.96347310013812
1025,26.276721683143027
1026,929.7586856552058
1027,7.691750964558768
1028,34.162540141508316
1029,249.1330864118401
1030,1.9610518362469342
1031,23.316583021368334
1032,622.5716944401156
1033,247.04141811600002
1034,388.3707248071026
1035,14.500146671604814
1036,188.78783420207725
1037,33.91221007973847
1038,23.966363815992704
1039,259.90608194679015
1040,8.231664869824524
1041,638.729663831918
1042,113.50066959309788
1043,26.70064120050051
1044,368.63720789920006
1045,145.26941128615385
1046,78.90941461592344
1047,47.883976482689064
1048,610.4577965564919
1049,177.7398441105738
1050,125.36300670187192
1051,101.58857876723424
1052,235.00306142119464
1053,240.7172780446068
1054,55.147635271998425
1055,29.834427969441098
1056,174.8551428811405
1057,55.01078267237385
1058,954.6888068691713
1059,184.33950680007538
1060,28.704972643674967
1061,55.03870803776314
1062,179.15813064988552
1063,52.59279354402982
1064,111.74488075789657
1065,46.15162525548293
1066,31.008224844508746
1067,12.919472961837815
1068,10.211310797344343
1069,125.93523161689498
1070,1086.148743675902
1071,45.392653491805916
1072,379.08750931841956
1073,132.34748267966972
1074,25.121127192708226
1075,34.95196529394035
1076,39.086708513804865
1077,33.22502866008756
1078,847.2232509861292
1079,11.510193786069006
1080,2.494200166488401
1081,31.234762969995433
1082,11.146012717366244
1083,14.396014117769557
1084,67.61693555783289
1085,97.84074671191321
1086,17.433759342536153
1087,75.20987711699763
1088,234.9135676361992
1089,24.663710800884704
1090,112.02528086726076
1091,160.19239774900578
1092,10.44478519695345
1093,19.042368076597644
1094,101.31795888858206
1095,230.1929806961897
1096,15.014148912349956
1097,25.067803948696817
1098,38.5351237047867
1099,194.6302169176209
1100,741.4990906039521
1101,111.57847248277216
1102,143.50390047749764
1103,80.66848824617374
1104,69.18314574467524
1105,65.64417614883024
1106,79.27361398403173
1107,460.1602305586213
1108,179.68600156950708
1109,18.84921359496637
1110,22.89287481013304
1111,450.5016237081954
1112,31.947702878884012
1113,4.677620121376503
1114,47.859168947867815
1115,31.47494314502047
1116,175.86123005568643
1117,124.81486648443922
1118,263.75096605379053
1119,377.69905987331407
1120,77.90796588951204
1121,118.01579638753023
1122,84.93385446697592
1123,625.2425054967547
1124,66.39816589341535
1125,125.11429655280273
1126,250.56947468727586
1127,137.14090034210275
1128,55.33042516499886
1129,27.06525745011388
1130,3.2135484191834642
1131,200.43552036752365
1132,51.556057693947864
1133,35.92648084461413
1134,86.31103228624823
1135,131.26450518997854
1136,19.91139197736059
1137,29.703118941433313
1138,451.58032806859916
1139,332.4211808567956
1140,104.6600357263515
1141,60.18969073685558
1142,218.1565536038134
1143,175.7024445317733
1144,34.63542497573154
1145,265.9249600458991
1146,17.42807805637708
1147,50.57713928286762
1148,60.75515101435644
1149,88.89932883007914
1150,119.44959470231723
1151,43.063309960755305
1152,86.9071127141687
1153,25.406345038836424
1154,100.9337210743258
1155,26.469418902379456
1156,98.85766397426416
1157,47.73946805484346
1158,151.1194935994864
1159,14.281887938515023
1160,172.4819183547815
1161,99.59433392032876
1162,85.91430553441413
1163,94.58839379413233
1164,242.66441075707795
1165,316.3858920871416
1166,80.83998597072431
1167,33.120682977541136
1168,71.65256180021169
1169,61.544444986368006
1170,52.84570355345012
1171,6.55493117622596
1172,23.619188555493796
1173,105.53524612101651
1174,16.440878487025618
1175,56.365344870407796
1176,336.76507714406904
1177,79.54297727012639
1178,728.0542230541968
1179,89.80137042800037
1180,120.92279326800634
1181,61.47890291238835
1182,27.012440685207107
1183,36.82781754034252
1184,56.59342260236504
1185,60.23965342202199
1186,75.24373788135415
1187,16.84420559027401
1188,124.36433200382818
1189,44.90109422100966
1190,34.4770026743402
1191,35.286820661792035
1192,201.1921096182577
1193,110.28255741619171
1194,1268.5332191213683
1195,122.88711831179053
1196,91.82310435354802
1197,10.38256634505279
1198,90.8194256913624
1199,1074.0263893188928
1200,1.1401310515853034
1201,796.5431683374231
1202,100.592222542155
1203,51.98827094438687
1204,337.9670502916917
1205,533.5993794003836
1206,73.935400210485
1207,50.72609384762859
1208,367.80218177058777
1209,234.30449409213224
1210,1.5036899380088222
1211,31.401842977689196
1212,80.09990122249492
1213,71.6885097209407
1214,47.62367019689573
1215,204.4602016185036
1216,48.94290137738936
1217,171.66921132674548
1218,121.84709171630068
1219,0.6053538714845921
1220,34.74194312440788
1221,105.39473488160407
1222,0.4697382383882065
1223,133.5260133042421
1224,158.52742713589228
1225,5.990937325789741
1226,164.28790405569282
1227,28.906514105536527
1228,45.564609797533635
1229,42.46666470497411
1230,47.26320829871125
1231,35.318672076768195
1232,156.71412423966353
1233,5.20554075520301
1234,62.62642764603481
1235,72.77258036550147
1236,16.500461529666385
1237,209.92768984046057
1238,289.10556735345887
1239,210.61763395484684
1240,451.96074821257906
1241,122.8845048090712
1242,549.4312893430996
1243,109.26892543378858
1244,6.25884259419519
1245,26.13120743060313
1246,95.16360844076594
1247,610.3436848093627
1248,25.34145595966341
1249,30.107969302905293
1250,198.0306844201182
1251,94.7007495000756
1252,24.435566219606397
1253,33.108970416743446
1254,296.96528686261973
1255,203.12154576334032
1256,63.812137102591606
1257,54.981672351701974
1258,16.569896853910546
1259,97.5339484208056
1260,21.980248301290782
1261,346.1258715470611
1262,292.61216875183135
1263,168.45034461050363
1264,110.9101715954847
1265,104.29659319483746
1266,112.10387121744728
1267,92.04767363262869
1268,87.83338238601729
1269,156.6097914779653
1270,19.711561961712786
1271,24.514698051994063
1272,455.9532921978644
1273,78.31762636597959
1274,86.12121289500253
1275,33.09499656108595
1276,96.02821809877636
1277,58.93502022412642
1278,171.30797720151205
1279,63.11723451097717
1280,82.22181076586759
1281,21.479761660695782
1282,207.55532993746743
1283,86.1574018914096
1284,3.1874525668884495
1285,2.768004580612864
1286,265.00829307879377
1287,11.436856607632354
1288,43.379305307830535
1289,56.70680578316173
1290,171.54868892476674
1291,43.58754853794265
1292,193.59951956106113
1293,69.63006803049255
1294,67.8665377696085
1295,69.24932358598069
1296,80.40631203173994
1297,86.84190041598083
1298,219.14434207621406
1299,147.85317605007998
1300,71.29392946701387
1301,4.466218922348315
1302,154.1798799604681
1303,99.50664627657201
1304,22.87820917506757
1305,24.74227661718778
1306,107.29624138654975
1307,43.167146814293076
1308,9.696736156582457
1309,213.8632756356652
1310,31.783123846381773
1311,9.750523586923453
1312,297.80379728856605
1313,48.55325008712799
1314,286.97969541909845
1315,133.04366350618062
1316,107.79956688054072
1317,45.0196226558393
1318,113.45023944264861
1319,97.43358758893817
1320,3.6397239439008793
1321,26.873133856396862
1322,411.76836794549916
1323,15.57105997556172
1324,164.40608786745133
1325,496.80341783076557
1326,3.915349004825874
1327,17.769025084816374
1328,63.379596350885734
1329,490.7696246528182
1330,27.597275086295735
1331,8.989775604599796
1332,112.55026990324711
1333,213.08879666793473
1334,11.835141453572742
1335,89.26884057668676
1336,136.34896739823353
1337,294.24426751820596
1338,95.17456542954251
1339,80.07216021469971
1340,72.40365246363156
1341,83.46640670344554
1342,271.4706609443072
1343,284.91317615826614
1344,91.40864289460589
1345,45.6706137221761
1346,2.162179940074008
1347,227.62966496044214
1348,10.337400135762184
1349,120.82606995839743
1350,407.82970376224847
1351,303.26041363407666
1352,66.8166030726016
1353,294.85567575356583
1354,234.05372065942595
1355,30.89423921043149
1356,622.7214852425157
1357,53.43416298439077
1358,10.208254502270169
1359,77.67660981620695
1360,296.6054404270606
